Easting	Northing	Elevation	Chainage	FC	Profile	Reg_ID
366423.628	75658.724	11.779	320.397	G	N/A	6a00178A
366420.600	75655.991	10.572	324.476	G	N/A	6a00178A
366417.350	75652.916	9.590	328.950	G	N/A	6a00178A
366414.265	75649.908	9.074	333.257	G	N/A	6a00178A
366412.199	75648.052	8.922	336.034	G	N/A	6a00178A
366408.859	75644.993	7.744	340.563	G	N/A	6a00178A
366405.491	75641.848	7.044	345.171	G	N/A	6a00178A
366402.537	75639.135	6.971	349.182	G	N/A	6a00178A
366399.280	75636.021	6.450	353.688	G	N/A	6a00178A
366396.224	75633.141	6.093	357.887	G	N/A	6a00178A
366395.013	75631.997	5.932	359.553	G	N/A	6a00178A
366392.756	75629.885	5.116	362.644	G	N/A	6a00178A
366390.906	75628.149	4.948	365.181	G	N/A	6a00178A
366389.751	75627.119	5.032	366.728	G	N/A	6a00178A
366387.847	75625.368	4.479	369.314	G	N/A	6a00178A
366387.139	75624.687	4.390	370.297	G	N/A	6a00178A
366384.270	75621.977	2.971	374.243	G	N/A	6a00178A
366381.763	75619.655	2.205	377.660	G	N/A	6a00178A
366378.648	75616.775	1.237	381.903	G	N/A	6a00178A
366375.980	75614.167	0.665	385.633	G	N/A	6a00178A
366372.729	75611.188	-0.268	390.042	G	N/A	6a00178A
366369.860	75608.495	-0.986	393.977	G	N/A	6a00178A
366366.524	75605.397	-1.538	398.529	G	N/A	6a00178A
366337.112	75986.927	-0.547	312.625	M	N/A	6a00184
366334.361	75984.244	-0.525	316.467	M	N/A	6a00184
366331.571	75981.635	-0.561	320.287	M	N/A	6a00184
366328.649	75978.846	-0.446	324.326	M	N/A	6a00184
366326.739	75977.069	-0.113	326.935	G	N/A	6a00184
366324.497	75974.931	0.357	330.033	G	N/A	6a00184
366322.556	75973.131	0.619	332.680	G	N/A	6a00184
366319.767	75970.438	1.054	336.557	G	N/A	6a00184
366317.328	75968.139	1.153	339.908	G	N/A	6a00184
366316.291	75967.131	0.783	341.354	G	N/A	6a00184
366315.335	75966.349	0.811	342.586	G	N/A	6a00184
366313.205	75964.156	1.392	345.641	G	N/A	6a00184
366312.187	75963.241	1.145	347.009	G	N/A	6a00184
366310.644	75961.808	1.838	349.115	G	N/A	6a00184
366309.065	75960.347	2.044	351.266	G	N/A	6a00184
366306.569	75957.910	2.247	354.754	G	N/A	6a00184
366304.134	75955.612	2.336	358.102	G	N/A	6a00184
366300.936	75952.603	2.656	362.493	G	N/A	6a00184
366298.080	75949.924	2.815	366.409	G	N/A	6a00184
366295.418	75947.385	3.085	370.087	G	N/A	6a00184
366292.510	75944.596	3.191	374.117	G	N/A	6a00184
366289.944	75942.163	3.324	377.653	G	N/A	6a00184
366287.159	75939.579	3.476	381.452	G	N/A	6a00184
366284.043	75936.712	3.673	385.685	G	N/A	6a00184
366281.226	75933.864	3.815	389.689	G	N/A	6a00184
366278.165	75931.066	3.937	393.835	G	N/A	6a00184
366275.202	75928.274	4.131	397.907	G	N/A	6a00184
366272.036	75925.303	4.307	402.248	G	N/A	6a00184
366269.064	75922.408	4.547	406.397	G	N/A	6a00184
366266.064	75919.561	4.759	410.533	G	N/A	6a00184
366263.219	75916.841	4.923	414.469	G	N/A	6a00184
366260.649	75914.343	5.075	418.052	G	N/A	6a00184
366257.982	75911.933	5.182	421.646	G	N/A	6a00184
366255.490	75909.478	5.412	425.144	G	N/A	6a00184
366253.312	75907.440	5.580	428.126	G	N/A	6a00184
366250.631	75904.921	5.750	431.805	G	N/A	6a00184
366247.810	75902.285	6.092	435.666	G	N/A	6a00184
366245.428	75900.015	6.345	438.956	G	N/A	6a00184
366242.966	75897.674	6.650	442.353	G	N/A	6a00184
366240.224	75895.154	7.180	446.077	G	N/A	6a00184
366237.794	75892.717	7.853	449.517	G	N/A	6a00184
366235.262	75890.388	8.423	452.957	G	N/A	6a00184
366232.854	75888.074	8.970	456.297	G	N/A	6a00184
366230.524	75885.891	9.576	459.489	G	N/A	6a00184
366229.278	75884.816	9.753	461.133	G	N/A	6a00184
366227.534	75883.095	10.193	463.583	G	N/A	6a00184
366224.920	75880.488	10.962	467.274	G	N/A	6a00184
366222.323	75878.134	11.470	470.778	G	N/A	6a00184
366219.765	75875.708	11.577	474.303	G	N/A	6a00184
366217.385	75873.495	11.546	477.553	G	N/A	6a00184
366216.607	75872.699	11.115	478.665	G	N/A	6a00184
366214.855	75871.027	10.278	481.087	G	N/A	6a00184
366212.417	75868.733	9.347	484.435	G	N/A	6a00184
366210.046	75866.358	8.932	487.789	G	N/A	6a00184
366207.211	75863.743	8.665	491.646	G	N/A	6a00184
366204.703	75861.342	8.490	495.118	G	N/A	6a00184
366201.963	75858.739	8.424	498.897	G	N/A	6a00184
366200.869	75857.809	7.994	500.331	G	N/A	6a00184
366198.839	75855.827	7.243	503.168	G	N/A	6a00184
366197.779	75854.790	7.115	504.650	G	N/A	6a00184
366194.765	75851.889	6.854	508.834	G	N/A	6a00184
366192.174	75849.491	6.567	512.364	G	N/A	6a00184
366189.706	75847.190	6.316	515.738	G	N/A	6a00184
366187.528	75845.080	5.970	518.770	G	N/A	6a00184
366185.988	75843.657	5.354	520.867	G	N/A	6a00184
366183.521	75841.387	5.019	524.219	G	N/A	6a00184
366182.705	75840.594	5.086	525.357	G	N/A	6a00184
366181.703	75839.722	4.850	526.684	G	N/A	6a00184
366180.374	75838.311	4.530	528.619	G	N/A	6a00184
366179.279	75837.245	3.813	530.147	G	N/A	6a00184
366177.110	75835.183	3.012	533.140	G	N/A	6a00184
366174.515	75832.804	2.095	536.660	G	N/A	6a00184
366171.980	75830.311	1.259	540.215	G	N/A	6a00184
366169.183	75827.755	0.706	544.003	G	N/A	6a00184
366167.460	75826.193	0.178	546.328	G	N/A	6a00184
366165.954	75824.782	-0.236	548.392	G	N/A	6a00184
366163.126	75822.040	-0.979	552.330	G	N/A	6a00184
366160.499	75819.612	-1.565	555.907	G	N/A	6a00184
366098.927	76202.478	-0.941	303.828	G	N/A	6a00190
366096.561	76200.247	-0.544	307.080	G	N/A	6a00190
366094.021	76197.946	-0.248	310.506	G	N/A	6a00190
366091.215	76195.140	0.308	314.473	G	N/A	6a00190
366088.316	76192.472	0.885	318.412	G	N/A	6a00190
366085.854	76190.104	1.513	321.828	G	N/A	6a00190
366085.130	76189.265	1.486	322.932	G	N/A	6a00190
366084.431	76188.546	1.565	323.934	FB	N/A	6a00190
366080.760	76185.127	2.360	328.950	FB	N/A	6a00190
366078.101	76182.539	2.600	332.660	G	N/A	6a00190
366075.120	76179.622	2.791	336.831	G	N/A	6a00190
366072.104	76176.860	3.041	340.919	G	N/A	6a00190
366071.937	76176.683	3.064	341.162	G	N/A	6a00190
366069.474	76174.193	3.151	344.664	G	N/A	6a00190
366066.977	76171.911	3.372	348.045	GR	N/A	6a00190
366064.086	76169.139	3.573	352.051	GR	N/A	6a00190
366061.830	76166.862	3.597	355.255	GR	N/A	6a00190
366058.882	76163.997	3.723	359.366	GR	N/A	6a00190
366056.309	76161.543	3.912	362.921	GR	N/A	6a00190
366053.236	76158.708	4.060	367.101	GR	N/A	6a00190
366050.949	76156.483	4.058	370.292	G	N/A	6a00190
366048.538	76154.105	4.231	373.678	G	N/A	6a00190
366047.296	76152.976	4.280	375.356	G	N/A	6a00190
366045.267	76151.043	4.467	378.158	GR	N/A	6a00190
366042.496	76148.405	4.611	381.984	GR	N/A	6a00190
366039.436	76145.430	4.817	386.252	GR	N/A	6a00190
366036.274	76142.434	5.012	390.608	GR	N/A	6a00190
366033.496	76139.768	5.197	394.458	GR	N/A	6a00190
366030.982	76137.305	5.323	397.977	GR	N/A	6a00190
366028.383	76134.782	5.518	401.600	GR	N/A	6a00190
366026.144	76132.695	5.643	404.660	GR	N/A	6a00190
366023.615	76130.234	5.788	408.189	GR	N/A	6a00190
366021.669	76128.415	5.957	410.852	GR	N/A	6a00190
366019.333	76126.183	6.033	414.083	G	N/A	6a00190
366017.136	76124.069	6.154	417.132	G	N/A	6a00190
366014.759	76121.810	6.545	420.411	G	N/A	6a00190
366012.225	76119.247	7.052	424.014	G	N/A	6a00190
366009.793	76116.900	7.644	427.394	G	N/A	6a00190
366007.305	76114.654	8.263	430.744	G	N/A	6a00190
366007.351	76114.566	8.279	430.772	G	N/A	6a00190
366004.962	76112.342	8.946	434.036	G	N/A	6a00190
366002.927	76110.309	9.617	436.912	G	N/A	6a00190
366000.614	76108.128	10.310	440.090	G	N/A	6a00190
365998.159	76105.859	10.842	443.433	G	N/A	6a00190
365995.613	76103.366	11.412	446.996	G	N/A	6a00190
365993.326	76101.111	11.808	450.207	G	N/A	6a00190
365991.093	76098.969	11.873	453.302	G	N/A	6a00190
365988.590	76096.534	11.713	456.794	G	N/A	6a00190
365987.974	76096.054	11.650	457.570	G	N/A	6a00190
365986.367	76094.355	10.745	459.906	G	N/A	6a00190
365983.564	76091.757	9.767	463.728	G	N/A	6a00190
365980.776	76089.137	9.306	467.553	G	N/A	6a00190
365978.782	76087.238	9.051	470.307	G	N/A	6a00190
365977.361	76085.783	8.857	472.340	G	N/A	6a00190
365975.187	76083.679	7.938	475.365	G	N/A	6a00190
365972.891	76081.493	7.395	478.535	G	N/A	6a00190
365970.933	76079.546	7.082	481.296	G	N/A	6a00190
365969.960	76078.658	6.805	482.613	G	N/A	6a00190
365968.196	76077.068	6.693	484.986	G	N/A	6a00190
365967.129	76075.990	6.405	486.503	G	N/A	6a00190
365965.843	76074.667	6.201	488.347	G	N/A	6a00190
365964.646	76073.563	6.173	489.975	G	N/A	6a00190
365962.805	76071.840	5.899	492.496	G	N/A	6a00190
365960.870	76069.994	5.058	495.170	G	N/A	6a00190
365959.051	76068.185	4.963	497.735	G	N/A	6a00190
365957.939	76067.170	4.923	499.240	G	N/A	6a00190
365956.710	76065.922	4.553	500.991	G	N/A	6a00190
365955.899	76065.167	4.407	502.099	G	N/A	6a00190
365954.125	76063.495	3.527	504.537	G	N/A	6a00190
365951.290	76060.805	2.424	508.445	G	N/A	6a00190
365948.557	76058.016	1.567	512.348	G	N/A	6a00190
365945.510	76055.310	0.791	516.420	G	N/A	6a00190
365943.132	76052.988	0.176	519.743	G	N/A	6a00190
365940.763	76050.604	-0.380	523.103	G	N/A	6a00190
365937.983	76047.926	-1.129	526.964	G	N/A	6a00190
365935.856	76045.884	-1.531	529.912	G	N/A	6a00190
365836.161	76442.167	-0.723	354.148	G	N/A	6a00197
365833.547	76439.756	-0.344	357.704	G	N/A	6a00197
365830.996	76437.331	0.068	361.224	G	N/A	6a00197
365828.277	76434.700	0.610	365.007	G	N/A	6a00197
365825.833	76432.358	1.160	368.392	G	N/A	6a00197
365825.185	76431.800	1.236	369.246	G	N/A	6a00197
365823.165	76429.790	1.609	372.095	GR	N/A	6a00197
365822.643	76429.446	1.638	372.710	G	N/A	6a00197
365820.062	76426.925	1.924	376.318	G	N/A	6a00197
365817.118	76424.101	2.314	380.397	G	N/A	6a00197
365814.249	76421.470	2.683	384.289	G	N/A	6a00197
365811.399	76418.735	3.024	388.239	G	N/A	6a00197
365808.970	76416.385	3.260	391.619	G	N/A	6a00197
365806.145	76413.648	3.489	395.552	G	N/A	6a00197
365803.484	76411.101	3.748	399.236	G	N/A	6a00197
365800.646	76408.458	3.975	403.113	G	N/A	6a00197
365797.927	76405.963	4.196	406.803	G	N/A	6a00197
365795.315	76403.441	4.386	410.434	G	N/A	6a00197
365792.452	76400.677	4.610	414.413	G	N/A	6a00197
365789.072	76397.478	4.879	419.067	G	N/A	6a00197
365786.040	76394.609	5.122	423.241	G	N/A	6a00197
365783.170	76391.861	5.312	427.215	G	N/A	6a00197
365780.437	76389.365	5.554	430.915	G	N/A	6a00197
365778.026	76387.055	5.820	434.254	G	N/A	6a00197
365775.486	76384.606	5.954	437.783	G	N/A	6a00197
365773.517	76382.635	5.730	440.568	G	N/A	6a00197
365771.016	76380.415	6.091	443.910	G	N/A	6a00197
365768.482	76377.869	6.773	447.501	G	N/A	6a00197
365765.958	76375.550	7.207	450.928	G	N/A	6a00197
365763.285	76372.963	8.049	454.647	G	N/A	6a00197
365761.185	76370.975	8.742	457.539	G	N/A	6a00197
365758.589	76368.531	9.437	461.104	G	N/A	6a00197
365756.364	76366.490	9.866	464.123	G	N/A	6a00197
365753.916	76364.132	10.595	467.522	G	N/A	6a00197
365751.599	76361.915	11.328	470.729	G	N/A	6a00197
365749.131	76359.529	12.013	474.162	G	N/A	6a00197
365746.968	76357.487	12.210	477.136	G	N/A	6a00197
365745.548	76356.246	12.198	479.021	G	N/A	6a00197
365742.503	76353.382	11.986	483.201	G	N/A	6a00197
365741.893	76352.766	11.669	484.067	G	N/A	6a00197
365740.588	76351.510	10.875	485.878	G	N/A	6a00197
365738.392	76349.374	9.775	488.942	G	N/A	6a00197
365735.920	76346.944	9.207	492.408	G	N/A	6a00197
365732.985	76344.238	9.019	496.399	G	N/A	6a00197
365730.131	76341.537	8.827	500.329	G	N/A	6a00197
365727.192	76338.835	8.691	504.320	G	N/A	6a00197
365726.577	76338.161	8.531	505.231	G	N/A	6a00197
365724.841	76336.430	7.855	507.681	G	N/A	6a00197
365722.206	76334.112	7.331	511.188	G	N/A	6a00197
365719.821	76331.726	6.796	514.561	G	N/A	6a00197
365717.143	76329.321	6.197	518.159	G	N/A	6a00197
365714.420	76326.554	5.876	522.039	G	N/A	6a00197
365712.839	76325.222	5.659	524.102	G	N/A	6a00197
365711.705	76324.029	5.183	525.746	G	N/A	6a00197
365709.700	76322.051	4.724	528.562	G	N/A	6a00197
365708.013	76320.522	4.939	530.838	G	N/A	6a00197
365707.305	76319.931	4.752	531.759	G	N/A	6a00197
365706.071	76318.727	4.552	533.483	G	N/A	6a00197
365705.325	76318.000	4.180	534.524	G	N/A	6a00197
365703.307	76316.008	3.250	537.359	G	N/A	6a00197
365700.886	76313.676	2.420	540.720	G	N/A	6a00197
365698.307	76311.395	1.568	544.161	G	N/A	6a00197
365695.787	76308.850	0.837	547.741	G	N/A	6a00197
365693.275	76306.490	0.122	551.188	G	N/A	6a00197
365690.375	76303.860	-0.503	555.102	G	N/A	6a00197
365688.007	76301.467	-1.353	558.467	G	N/A	6a00197
365685.649	76299.319	-1.753	561.656	G	N/A	6a00197
